"","AWT_seg_Thirona_P2","BODE_P2","Change_P2_P3_distwalked","Change_P2_P3_FEV1_ml","Change_P2_P3_FEV1_ml_yr","Change_P2_P3_FEV1pp","Change_P2_P3_lung_density_vnb","Chronic_Bronchitis_P2","copd_P2","distwalked_P2","DLco_raw_P2","Exacerbation_Frequency_P2","FEF2575_post_P2","FEV1_FVC_post_P2","FEV1_post_P2","finalGold_P2","FRC_Thirona_P2","FRC_TLC_ratio_Thirona_P2","FVC_post_P2","lung_density_vnb_P2","pctEmph_Thirona_P2","pctGasTrap_Thirona_P2","PEF_post_P2","Pi10_Thirona_P2","Resting_SaO2_P2","Severe_Exacerbations_P2","SGRQ_scoreTotal_P2","TLC_Thirona_P2","WallAreaPct_seg_Thirona_P2"
"M0100001320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001332",0,0,0,0,0,0,0,0,0,0,-0.0360073995058128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001334",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001335",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001337",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001359",0,0,0,0,0,0,0,0,-0.181916204503519,0,0,0,0,0.0233616861737066,0,-0.114786018565427,-0.00716363929073481,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001383",0,0,0,0,0,0,0,0,0,20.1953663677488,0,0,0.0120888097276838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001384",-0.00470007102463685,0,0,0,0,0,0,0,0,114.158828787974,0,0,0.0222947405522762,0,0.0737964902109613,0,0,0,0.0864251857316388,0,0,0,0.0932387225895527,-0.0291647722845659,0,0,-0.0503937348891385,0,-2.19651529876537
"M0100001391",0,0,0,0,0,0,0,0,0.00274364954395032,0,0,0,0,0,0,0,0,0,0,-4.27385141396636,0,0.0205643316659546,0,0,-0.528992871262769,0,0,0.0196662567132229,0
"M0100001392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001393",0,0,0,0,0,0,0,0,0,0,0.761846291854874,0,0,0,0.0139020727667923,0,0,0,0.0179588434864287,0,0,0,0,0,0,0,0,0,0
"M0100001395",0,0,0,0,0,0,0,0,0,0,1.16477394469248,0,0,0,0,0,0,0,0.108827270987589,0,0,0,0,0,0,0,0,0.0115061208772567,0
"M0100001396",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001397",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001398",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.035071700508146,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001399",0,0,0,0,0,0,0,0,0.0329089103410394,0,0,0,-0.0595051806269827,-0.00708616966871367,0,0,0,0,0,0,0.116439300440076,0.0223876752608537,-0.0104259850838621,0,-0.0363499847517881,0,0,0.000291899000085732,0
"M0100001400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00116563947104672,0
"M0100001403",0,0,0,0,0,0,0,0,0.118633435617877,0,0,0,0,0,0,0.0103327515940674,0.0113582809645657,0,0,0,0,0,-0.0113843093299348,0.00344910477815499,0,0,0,0,0
"M0100001404",0,0.0445965746514972,0,0,0,0,0,0,0,-4.54086710019509,0,0,0,-0.00555663340463985,-0.0128336792702089,0.0596174486385967,0,0.00238011332856316,-0.00813162968776479,0,0,0,0,0.0064059203860388,0,0,0.061643143407467,0,0
"M0100001405",0,0,0,0,0,0,0,0,0.0539366790587727,0,0,0,0,0,0,0,0.0180740330794271,0,0.00686282927239181,-0.983248989875467,0,0,0,0,0,0,0,0.0357659466227022,0
"M0100001409",0,0,0,0,0,0,0,0,0,-2.26831751153561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001412",0,0.349356109645294,0,0,0,0,0,0,0,-16.6226596060601,0,0,-0.124936271557123,0,-0.227625679141946,0,0,0,-0.177437849507846,0,0,0,-0.6370027277996,0.00240846886705742,-0.305699789715657,0,0.060782118878127,0,0
"M0100001413",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.143382947699819,0,0,0,0
"M0100001415",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001416",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00356467818955806,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001417",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001423",0,0,0,0,0,0,0,0,-0.00510532126545072,0,-0.126167425534046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001425",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0371212794828496,0,-0.102215198674878,0,0,0,0,0,0
"M0100001426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0977695280041277,0,0,0,0,0,0,0,0
"M0100001433",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0668317156548512,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001446",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001452",-0.00163961797367715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00150234857487517,0,0,0,0,0,0,0,0,0,0,0,-0.0432662764379715
"M0100001454",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001456",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001461",-0.0131369977914429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00130226439215577,0,0,0,0,0,0,0,0,0,0,0
"M0100001462",0,0,0,0,0,0,0,0,0,0,0,0,0.003739001745832,0.00337612592074998,0,0,0,-0.00618463963664242,0,0,0,0,0,0,0,0,0,0,0
"M0100001468",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0394077034314191,0,0,0,0
"M0100001485",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00234938110104052,0,0,0,0
"M0100001509",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001510",0,-0.011451097009646,0,0,0,0,0,0,-0.0890225007096236,11.2920292869312,0.451343619004721,0,0.0487291647819179,0.0110696279838732,0.0391698820962305,-0.0742885800748797,-0.0192653958040841,-0.00539286332168539,0,0,-0.030346160024473,-0.0792948614346377,0.115969005868981,-0.00531320329221612,0.133007096944891,0,0,0,0
"M0100001511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001540",0,0,0,0,0,0,0,0,0.139097783423017,0,0,0,0,-0.0168685141489209,0,0.160499281011621,0.0603626371874528,0.00297140325850406,0.0407883105355805,-5.77317921168495,0.336224500904811,0.175148198130802,0,0,0,0,0,0.0506987645732021,0
"M0100001541",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395133013877215,0,0,0,0.0738414629379529,0,0,0,0,0,0,0,0,0.00336204148013976,0
"M0100001550",0,0,0,0,0,0,0,0,0.0985483828031601,0,-0.185118528774736,0,-0.0351390030068171,-0.0117847302142295,-0.0145215467254172,0,0,0,0,0,0,0.0137435422041934,-0.0821678224138179,0.0068551067674693,-0.0494893427998139,0,0,0,0
"M0100001551",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001552",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001553",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001562",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001563",0,-0.131195110883297,0,0,0,0,0,0,0,0,0.106996170930853,0,0.0121119265405854,0,0,-0.0650870190791373,0,-0.0139183924611126,0,0,0,0,0,-0.0170343411956532,0,0,0,0,0
"M0100001566",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001567",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001569",0,0,0,0,0,0,0,0,0,0,0,0,0.156208879832385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001570",0,0,0,0,0,0,0,0,0,0,0.391603838099647,0,0,0,0.0127458502131226,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001571",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001577",0,0,0,0,0,0,0,0,0,0,0,0,0.00232606452091914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001579",0,0,0,0,0,0,0,0,0.364800475114297,-32.7235644259742,-1.06514139979143,0,-0.197779463793644,-0.0914804182814555,-0.301243661197686,0.977761552985475,0,0.0257092445926026,-0.0108574823859732,-4.7168774319711,0,0.193684789529009,-0.279944820178692,0.0589761043546406,0,0,0,0,0
"M0100001580",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0545912494339438,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001586",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001590",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0023963694775809,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001593",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0110952193796306,0,0,0,0,0
"M0100001594",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139573597826748,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001597",0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00136744961293096,0,0.0174684004840143,0,0,0,0,0.0339679185108248,0,0,0,0,0,0,0.0460989763803208,0
"M0100001604",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239403347457983,-0.0699068064593798,-0.0474343400844943,0,0,0.0257608008369776,0,0,0,0
"M0100001605",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001606",0,0,0,0,0,0,0,0,0,0,0.497397875388548,0,0,0,0.0799844008199169,0,0.0163560250522663,0,0.0735614010936315,0,0,0,0,0,0,0,0,0,0
"M0100001609",0.0150808987179311,0,0,0,0,0,0,0,0,0,-0.164568776230705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001613",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001614",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001615",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001617",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364992366866994,0,0,0,0,0,0,0,0,0,0
"M0100001620",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001624",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001635",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001654",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00366611856873748,0,0,0,-0.0131672208648512,0,0,0,0,0.00793502818840959,0,0,0,0,0
"M0100001655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0305195110484306,0,0,0,-0.0814386625864203,0,0,0,0,0,0
"M0100001657",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001658",0,0,0,0,0,0,0,0,0,0,0,0,0,-4.95464704104328e-05,-0.0126866765563298,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001662",0,0,0,0,0,0,0,0,0,154.274017756589,0,0,0,0,0.0285356968006103,0,0,0,0.0453623382685994,0,0,0,0,0,0,0,0,0,0
"M0100001664",0,0,0,0,0,0,0,0,0,0,-1.376534090891,0,0,0,-0.0829811181903122,0,-0.0205816915288264,0,-0.240652592336456,0,0,0,0,0,0,0,0,-0.0467918556007952,0
"M0100001668",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001730",0.0173428327825058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128687465614691,0,0.00422452681921742,0,0,0,0,0,0.0155751872534986,0,0,0,0,0.144087113565915
"M0100001731",0,0.00154912616574362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00414702845539719,0,0,0,0,0,0,0,0,0,0
"M0100001733",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001734",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001739",0,0,0,0,0,0,0,0,-0.34138657488788,0,0,0,0.0545066914472174,0.0164383196432138,0,-0.241021027983878,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001740",0,0,0,0,0,0,0,0,0.0693695850255459,0,-0.0550694172865379,0,0,-0.00169012267593288,0,0.0246240739506834,0,0,0,0,0,0,-0.00451183993283012,0,0,0,0,0,0
"M0100001743",0,-0.0957791015642556,0,0,0,0,0,0,-0.163155163165106,25.7961368003422,0.811830340700252,0,0.0514997494432738,0.00713990112616236,0.0638220565635494,-0.0775950324663481,0,-0.0177345581464902,0.0537319462652912,0,0,-0.00165876176416768,0.0881992030906153,-0.0160408236608919,0,0,-0.0749144760264834,0.00200485343189948,-0.142719676470151
"M0100001755",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001756",0,0,0,0,0,0,0,0,0,0,0.0384407884059068,0,0,0.00352465799707883,0,0,0,0,0,0,-0.0793657243302189,-0.0065224012787528,0,0,0,0,0,0,0
"M0100001757",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00159515961363536,0,0,0,0,-0.105941686912722,0,0,0,0,0,0,0,0,0
"M0100001767",0,0,0,0,0,0,0,0,0,0,0,0,0.0130139361315417,0.00497840936474413,0,0,0,0,0,0,0,0,0,0,0,0,-0.00279202273206251,0,0
"M0100001768",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00981505923102038,0,0,0,-0.0170911234170655,0
"M0100001774",0,-0.0652296063086626,0,0,0,0,0,0,-0.152875263850898,0,0.141103128257795,-0.283546328778143,0.123976743487247,0.022242411446019,0.0735732257009673,-0.101264575719603,-0.0122812446089676,-0.0206898070494643,0,0,0,-0.225047421073133,0.223998785923354,0,0,0,-0.0937125897104224,0,0
"M0100001777",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013205361887325,0
"M0100001778",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001806",0.0159596591413062,0,0,0,0,0,0,0.426382914156061,0.0316887421185626,0,0,0,-0.034694231164071,0,0,0,0,0,0,0,0,0,0,0.0138605604296988,0,0,0,0,0.610970021641193
"M0100001810",0,0,0,0,0,0,0,0,-0.809662115640722,0,0,0,0,0.0902883186960725,0.27771569154891,-0.886400544904378,0,0,0,0,-0.452177507269475,0,0.452138016815761,0,0,0,0,0,0
"M0100001851",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0322696567187479,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001856",0,0,0,0,0,0,0,0,-0.516128410888414,0,0,0,0,0.00628992071690527,0,-0.306228364963549,0,0,0,0,0,-0.0415868139353782,0,0,0,0,0,0,0
"M0100001868",0,0,0,0,0,0,0,0,-0.0603231168061155,0,0.0896697681421935,0,0.0781517904534177,0.00959026108837331,0.0128998871653193,-0.0462854299363729,0,0,0,0,-0.0538585552171044,-0.0244798726501666,0,-0.00342430149011782,0,0,0,0,0
"M0100001869",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001870",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001876",0,0,0,0,0,0,0,0,0,0,-1.13847377387965,0,0,0,-0.0223370086433014,0,0,0,0,0,0,0,-0.124702426993226,0,0,0,0,0,0
"M0100001882",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.263943786389199,0,0,0,0,0,0,0,0,0
"M0100001925",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001948",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000735274938763452,-0.0305080882880583,0,-0.00156170140823857,0,0,0,0,0,0,-0.0234992746014079,0
"M0100001950",0,-0.042039509456965,0,0,0,0,0,0,-0.183371013722262,9.92498186417337,0,0,0,0,0.00923497144493609,-0.152098929367223,0,-0.0131712866806422,0,0,0,0,0,-0.00618101403244979,0,0,-0.088301308336379,0,-0.0341054336010845
"M0100001951",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127864713705611,0,0,0,0,0,0
"M0100001956",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0627715217926905,0,0,0,0,0,0,0,0,0
"M0100001977",-0.0250582126947307,0,0,0,0,0,0,0,-0.0805804450591026,0,0.166878415719544,0,0.00354355675697915,0.00563494577876565,0.0273152606059545,-0.137496452115759,-0.00297244457081103,-0.00523183022619855,0,0,-0.0238397787758481,-0.00458716709963273,0.0709372675671308,-0.00841527277446246,0.0405639764330552,0,0,0,-0.614598798108879
"M0100001987",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00364785887794362,0,0,0,0,0,0,0,0,0,0,0.00462694250265138,0
"M0100001988",0,0,0,0,0,0,0,0,0,0,-0.00467120433682476,0,0,0,0,0,0,0,0,0,0,0,0,-0.00127261205464347,0,0,0,0,0
"M0100001989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.788877373276112,-0.100206163701743,0,0,0,0,0,0,0,0
"M0100001990",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0395962611360204,0,0,0,0,0,0
"M0100001992",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001993",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001994",0,0,0,0,0,0,0,0,0,21.8881638392778,0,0,0,0,0,0,0,0,0,0,0,0,0.0366753395138212,0,0,0,0,0,0
"M0100001999",0,0,0,0,0,0,0,0,0,0,0,-0.0579395932936982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100002009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0163049195414002,0,-0.0153465714402258,0,0,0,0,0,0,0,0,-0.0143045220025864,0
"M0100002014",-0.00818846079589012,0,0,0,0,0,0,0,-0.00103792098348645,0,-0.28767651738507,0,0,0,0,-0.0134463087482146,0,0,0,0,0,0,0,-0.00336864843176748,0.0822410938393395,0,0,0,-0.136342118798607
"M0100002018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100002026",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100002027",0.0216392268673676,0,0,0,0,0,0,0,0,0,0,0,0,-0.00190693622511659,0,0,0.0111367659307304,0,0.081796861737089,-2.34013976292245,0.137419907416606,0,0,0,0,0,0,0.015250855624905,0
"M0100002028",0,0,0,0,0,0,0,0,0,0,0,0,0.112181370928742,0,0.0341163270386227,-0.0240985420468903,0,-0.0137880679347682,0,0,0,0,0,0,0,0,0,0,0
"M0100002029",-0.0150386992770037,0,0,0,0,0,0,0,-0.0502288142036133,0,0,0,0,0.0104120127165888,0,-0.0301679398313195,-0.0559797685716917,-0.00507021607640334,0,0.635997443652508,-0.176508159237902,-0.161824355937808,0,0,0.030127765108375,0,0,-0.0396370732542066,0
"M0100002060",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100002067",0,0,0,0,0,0,0,0,0,0,0.164442858930302,-0.17596557581439,0,0,0,0,0,0,0.0024176734661214,0,0,0,0.0771360311464582,0,0,0,0,0.0180538676717764,0
"M0100002070",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.12322626559686e-05,-0.165048288991808,0.0273627594536786,0,0,0,0,0,0,0,0
"M0100002094",-0.018796196663928,0,0,0,0,0,0,0,-0.0604920407543281,28.5932413914435,0,0,0.036167549040461,0,0,0,0,-0.00299187989081077,0,0,0,0,0,0,0,0,0,0,-0.216878338326056
"M0100002102",0,0,0,0,0,0,0,0,0.0166650825360343,0,0,0,0,0,0,0,0,0,0,-2.16217895836704,0.346238480027052,0.108148439996177,0,0,0,0,0,0.00335145949734255,0
"M0100002106",0,0,0,0,0,0,0,0,0,-118.046039485947,0,0,0,0,-0.251065194540135,0,0,0,-0.493595473229301,0,0,0,-0.962566426926368,0.0368604258322732,0,0,0,-0.157484576065205,0
"M0100002107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100002113",0,0,0,0,0,0,0,0,0,0,-0.029240099940409,0,0,0,0,0,0,0,0,0,0,0,-0.132025049775225,0.0426372745410525,0,0,0,0,0.989162725180923
"M0100002122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0306879635733785,0,0,0,0
"M0100002126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100002129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100002152",0,0,0,0,0,0,0,0,-0.0683874744897212,0,0,0,0,0.00407574157330036,0,-0.0533310375312984,0,0,0,0.135746950397567,-0.00643934257716899,-0.0355968968146506,0,0,0,0,0,0,0
"M0100002154",0,-0.199877200448006,0,0,0,0,0,0,0,85.7733614294193,0.870079261471977,0,0,0,0.0672043437576125,0,0,-0.0046641387899985,0.135152957436806,0,0,0,0.0602420402991522,0,0,0,-0.216337831675278,0.0267055346980639,0
"M0100002171",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100002173",0,0,0,0,0,0,0,0,0,0,0.28547357271556,0,0,0,0,0,0,-0.00293435629717724,0,0,0,0,0,0,0,0,0,0,0
"M0100002196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100002199",0,0,0,0,0,0,0,0,0,0,0.394588874733714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100002204",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0712282214211369,0,0,0,0
"M0100002253",-0.00647187414344122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00244022991706741,0,0,-0.0206912943369191,0,-0.3402976849395
"M0100002259",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0597418285512945,0,0,0,-0.037981532445546,0,0,0,-0.0507195399028826,0.0124725598069739,0,0,0,0,0
"M0100002284",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282597983707768,-0.164036096217833,0,0,0,0,0,0,0,0.00610801986339374,0
"M0100002356",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100002367",0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00272821558617862,0,0.0489989283937203,0,0,0,0,0,0,-0.0546343444626596,0,0,0,0,0,0
"M0100002397",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444884646720238,-0.0103249522128007,0,0,0,0,0
"M0100002417",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00899191163325937,0,0,0,-0.283117343716515,0.0216425075402021,0,0,0,0,0,0,0.00381837602645399,0
"M0100002455",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168883272315059,0,0,0,0.0129444232296469,0,0,0,0.0873977846522459,0,0,0,0,0,0
"M0100002458",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00245820801295065,0,0,0,0,0,0,0,0,0,0,0
"M0100002466",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100002488",0,0,0,0,0,0,0,0,0.0163050716012432,0,-0.214832166335592,0,-0.00747059463896161,-0.00413460208065715,-0.0199709757923622,0.0516499917010865,0,0,0,0,0,0,-0.0444236927657397,0,-0.0742495193719916,0,0,0,0
"M0100002500",0,0,0,0,0,0,0,0,0,0,0.203331082128925,0,0,0,0.0895124845226108,0,0,0,0.122401452869456,0,0,0,0.170017826039916,0,0,0,0,0.0157186549181164,0
"M0100002514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100002528",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259564512178765,0,0,0,0,0
"M0100002613",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011277198303158,0,0,0,0.00180574995995393,0,0,0,0,0,0
"M0100002679",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100002749",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
